Pasture,Date,Plot,Reading #,High,Low,Spp,G_B,Screen1,Reading_No,Adj_Low,Week,Biomass_lbs_ac,V_E_F,G_UG,PastureNm,Comments,Year,bm,Id
31W,2017-08-29,P3,,44.0,8.0,BOGR,g,0.0,14.0,8.0,17,1877.544,,,,,2017,2144.5,31W_P3
31W,2017-08-29,P3,,31.0,5.0,BOGR,g,0.0,15.0,5.0,17,1173.465,,,,,2017,1435.6,31W_P3
31W,2017-08-29,P3,,34.0,6.0,BOGR,g,0.0,16.0,6.0,17,1408.158,,,,,2017,1640.3,31W_P3
31W,2017-08-29,P3,,28.0,4.0,BOGR,g,0.0,17.0,4.0,17,938.772,,,,,2017,1230.9,31W_P3
31W,2017-08-29,P3,,31.0,3.0,BOGR,g,0.0,18.0,3.0,17,704.079,,,,,2017,1168.4,31W_P3
31W,2017-08-29,P3,,30.0,2.0,BOGR,g,0.0,19.0,2.0,17,469.386,,,,,2017,1011.1,31W_P3
31W,2017-08-29,P3,,24.0,5.0,SPCO,g,0.0,20.0,5.0,17,1173.465,,,,,2017,1269.7,31W_P3
31W,2017-08-29,P3,,27.0,4.0,BOGR,g,0.0,21.0,4.0,17,938.772,,,,,2017,1207.2,31W_P3
31W,2017-08-29,P3,,36.0,5.0,BOGR,g,0.0,22.0,5.0,17,1173.465,,,,,2017,1554.1,31W_P3
31W,2017-08-29,P3,,30.0,7.0,PASM,g,0.0,23.0,7.0,17,1642.851,,,,,2017,1679.1,31W_P3
31W,2017-08-29,P3,,29.0,3.0,BOGR,g,0.0,24.0,3.0,17,704.079,,,,,2017,1121.0,31W_P3
31W,2017-08-29,P3,,36.0,4.0,BOGR,g,0.0,25.0,4.0,17,938.772,,,,,2017,1420.5,31W_P3
31W,2017-08-29,P4,,32.0,5.0,PASM,g,0.0,1.0,5.0,17,1173.465,,,,,2017,1459.3000000000002,31W_P4
31W,2017-08-29,P4,,32.0,4.0,PASM,g,0.0,3.0,4.0,17,938.772,,,,,2017,1325.7,31W_P4
31W,2017-08-29,P4,,32.0,4.0,PASM,g,0.0,4.0,4.0,17,938.772,,,,,2017,1325.7,31W_P4
31W,2017-08-29,P4,,33.0,5.0,PIOP,g,0.0,5.0,5.0,17,1173.465,,,,,2017,1483.0,31W_P4
31W,2017-08-29,P4,,24.0,8.0,PASM,g,0.0,6.0,8.0,17,1877.544,,,,,2017,1670.5,31W_P4
31W,2017-08-29,P4,,31.0,22.0,CIUN,g,0.0,8.0,22.0,17,5163.246,,,,,2017,3706.7999999999997,31W_P4
31W,2017-08-29,P4,,22.0,6.0,PASM,g,0.0,9.0,6.0,17,1408.158,,,,,2017,1355.9,31W_P4
31W,2017-08-29,P4,,33.0,4.0,PASM,g,0.0,11.0,4.0,17,938.772,,,,,2017,1349.4,31W_P4
31W,2017-08-29,P4,,27.0,10.0,PASM,g,0.0,12.0,10.0,17,2346.93,,,,,2017,2008.8000000000002,31W_P4
31W,2017-08-29,P4,,37.0,6.0,PASM,g,0.0,13.0,6.0,17,1408.158,,,,,2017,1711.4,31W_P4
31W,2017-08-29,P4,,28.0,6.0,PASM,g,0.0,14.0,6.0,17,1408.158,,,,,2017,1498.1,31W_P4
31W,2017-08-29,P4,,29.0,6.0,PASM,g,0.0,15.0,6.0,17,1408.158,,,,,2017,1521.8,31W_P4
31W,2017-08-29,P4,,35.0,7.0,PASM,g,0.0,16.0,7.0,17,1642.851,,,,,2017,1797.6,31W_P4
31W,2017-08-29,P4,,30.0,7.0,PASM,g,0.0,19.0,7.0,17,1642.851,,,,,2017,1679.1,31W_P4
31W,2017-08-29,P4,,24.0,9.0,PASM,g,0.0,20.0,9.0,17,2112.237,,,,,2017,1804.1,31W_P4
31W,2017-08-29,P4,,21.0,5.0,PASM,g,0.0,22.0,5.0,17,1173.465,,,,,2017,1198.6000000000001,31W_P4
31W,2017-08-29,P4,,28.0,5.0,PASM,g,0.0,23.0,5.0,17,1173.465,,,,,2017,1364.5,31W_P4
31W,2017-08-29,P4,,27.0,4.0,PASM,g,0.0,24.0,4.0,17,938.772,,,,,2017,1207.2,31W_P4
31W,2017-08-29,P4,,23.0,6.0,PASM,g,0.0,25.0,6.0,17,1408.158,,,,,2017,1379.6,31W_P4
31W,2017-09-08,P1,,25.0,4.0,BOGR,b,0.0,1.0,4.0,18,938.772,,,,,2017,1159.8000000000002,31W_P1
31W,2017-09-08,P1,,12.0,2.0,BOGR,b,0.0,2.0,2.0,18,469.386,,,,,2017,584.4999999999999,31W_P1
31W,2017-09-08,P1,,22.0,4.0,SPCO,g,0.0,3.0,4.0,18,938.772,,,,,2017,1088.7,31W_P1
31W,2017-09-08,P1,,8.0,3.0,LYJU,g,0.0,4.0,3.0,18,704.079,,,,,2017,623.3,31W_P1
31W,2017-09-08,P1,,12.0,4.0,BOGR,g,0.0,5.0,4.0,18,938.772,,,,,2017,851.6999999999999,31W_P1
31W,2017-09-08,P1,,6.0,2.0,BOGR,g,0.0,7.0,2.0,18,469.386,,,,,2017,442.29999999999995,31W_P1
31W,2017-09-08,P1,,6.0,3.0,SPCO,g,0.0,8.0,3.0,18,704.079,,,,,2017,575.9,31W_P1
31W,2017-09-08,P1,,27.0,2.0,BOGR,b,0.0,10.0,2.0,18,469.386,,,,,2017,939.9999999999999,31W_P1
31W,2017-09-08,P1,,12.0,6.0,PIOP,g,0.0,11.0,6.0,18,1408.158,,,,,2017,1118.9,31W_P1
31W,2017-09-08,P1,,18.0,9.0,PIOP,b,0.0,12.0,9.0,18,2112.237,,,,,2017,1661.8999999999999,31W_P1
31W,2017-09-08,P1,,38.0,6.0,BOGR,b,0.0,13.0,6.0,18,1408.158,,,,,2017,1735.1,31W_P1
31W,2017-09-08,P1,,26.0,4.0,BOGR,b,0.0,14.0,4.0,18,938.772,,,,,2017,1183.5,31W_P1
31W,2017-09-08,P1,,26.0,5.0,BOGR,b,0.0,16.0,5.0,18,1173.465,,,,,2017,1317.1,31W_P1
31W,2017-09-08,P1,,24.0,2.0,BUDA,b,0.0,17.0,2.0,18,469.386,,,,,2017,868.9,31W_P1
31W,2017-09-08,P1,,29.0,8.0,PLPA,b,0.0,18.0,8.0,18,1877.544,,,,,2017,1789.0,31W_P1
31W,2017-09-08,P1,,26.0,2.0,BOGR,b,0.0,19.0,2.0,18,469.386,,,,,2017,916.2999999999998,31W_P1
31W,2017-09-08,P1,,6.0,0.0,BARE,b,0.0,20.0,0.0,18,0.0,,,,,2017,175.1,31W_P1
31W,2017-09-08,P1,,22.0,4.0,BOGR,b,0.0,21.0,4.0,18,938.772,,,,,2017,1088.7,31W_P1
31W,2017-09-08,P1,,22.0,4.0,BOGR,b,0.0,22.0,4.0,18,938.772,,,,,2017,1088.7,31W_P1
31W,2017-09-08,P1,,30.0,6.0,BOGR,b,0.0,23.0,6.0,18,1408.158,,,,,2017,1545.5,31W_P1
31W,2017-09-08,P1,,38.0,10.0,BOGR,b,0.0,24.0,10.0,18,2346.93,,,,,2017,2269.5,31W_P1
31W,2017-09-08,P1,,24.0,2.0,SPCO,b,0.0,25.0,2.0,18,469.386,,,,,2017,868.9,31W_P1
31W,2017-09-08,P2,,5.0,2.0,BOGR,b,0.0,1.0,2.0,18,469.386,,,,,2017,418.59999999999997,31W_P2
31W,2017-09-08,P2,,7.0,2.0,BOGR,b,0.0,2.0,2.0,18,469.386,,,,,2017,466.0,31W_P2
31W,2017-09-08,P2,,8.0,4.0,BOGR,b,0.0,3.0,4.0,18,938.772,,,,,2017,756.9,31W_P2
31W,2017-09-08,P2,,8.0,2.0,BOGR,b,0.0,4.0,2.0,18,469.386,,,,,2017,489.69999999999993,31W_P2
31W,2017-09-08,P2,,14.0,4.0,BOGR,b,0.0,6.0,4.0,18,938.772,,,,,2017,899.1,31W_P2
31W,2017-09-08,P2,,17.0,4.0,BOGR,b,0.0,8.0,4.0,18,938.772,,,,,2017,970.1999999999999,31W_P2
31W,2017-09-08,P2,,20.0,4.0,BOGR,b,0.0,9.0,4.0,18,938.772,,,,,2017,1041.3,31W_P2
31W,2017-09-08,P2,,18.0,2.0,BOGR,b,0.0,10.0,2.0,18,469.386,,,,,2017,726.6999999999999,31W_P2
31W,2017-09-08,P2,,26.0,2.0,BOGR,b,0.0,11.0,2.0,18,469.386,,,,,2017,916.2999999999998,31W_P2
31W,2017-09-08,P2,,30.0,6.0,BOGR,b,0.0,12.0,6.0,18,1408.158,,,,,2017,1545.5,31W_P2
31W,2017-09-08,P2,,8.0,2.0,BOGR,b,0.0,13.0,2.0,18,469.386,,,,,2017,489.69999999999993,31W_P2
31W,2017-09-08,P2,,14.0,2.0,CADU,b,0.0,14.0,2.0,18,469.386,,,,,2017,631.9,31W_P2
31W,2017-09-08,P2,,22.0,8.0,ARPU,b,1.0,15.0,,18,,,,,,2017,1623.1,31W_P2
31W,2017-09-08,P2,,44.0,8.0,ARPU,b,1.0,16.0,,18,,,,,,2017,2144.5,31W_P2
31W,2017-09-08,P2,,6.0,3.0,BOGR,b,0.0,17.0,3.0,18,704.079,,,,,2017,575.9,31W_P2
31W,2017-09-08,P2,,14.0,4.0,BOGR,b,0.0,18.0,4.0,18,938.772,,,,,2017,899.1,31W_P2
31W,2017-09-08,P2,,30.0,2.0,BOGR,b,0.0,19.0,2.0,18,469.386,,,,,2017,1011.1,31W_P2
31W,2017-09-08,P2,,20.0,16.0,ELEL,b,1.0,20.0,,18,,,,,,2017,2644.5,31W_P2
31W,2017-09-08,P2,,10.0,4.0,BOGR,g,0.0,21.0,4.0,18,938.772,,,,,2017,804.3,31W_P2
31W,2017-09-08,P2,,36.0,6.0,BOGR,b,0.0,22.0,6.0,18,1408.158,,,,,2017,1687.6999999999998,31W_P2
31W,2017-09-08,P2,,14.0,6.0,LEDE,b,0.0,23.0,6.0,18,1408.158,,,,,2017,1166.3,31W_P2
31W,2017-09-08,P2,,10.0,2.0,BOGR,b,0.0,24.0,2.0,18,469.386,,,,,2017,537.1,31W_P2
31W,2017-09-08,P2,,34.0,4.0,BOGR,g,0.0,25.0,4.0,18,938.772,,,,,2017,1373.1,31W_P2
31W,2017-09-08,P3,,27.0,4.0,BOGR,b,0.0,1.0,4.0,18,938.772,,,,,2017,1207.2,31W_P3
31W,2017-09-08,P3,,32.0,6.0,BOGR,b,0.0,2.0,6.0,18,1408.158,,,,,2017,1592.9,31W_P3
31W,2017-09-08,P3,,42.0,10.0,BOGR,b,0.0,3.0,10.0,18,2346.93,,,,,2017,2364.3,31W_P3
31W,2017-09-08,P3,,23.0,6.0,BOGR,b,0.0,4.0,6.0,18,1408.158,,,,,2017,1379.6,31W_P3
31W,2017-09-08,P3,,34.0,6.0,BOGR,b,0.0,5.0,6.0,18,1408.158,,,,,2017,1640.3,31W_P3
31W,2017-09-08,P3,,28.0,4.0,BOGR,b,0.0,6.0,4.0,18,938.772,,,,,2017,1230.9,31W_P3
31W,2017-09-08,P3,,30.0,8.0,BOGR,b,0.0,7.0,8.0,18,1877.544,,,,,2017,1812.7,31W_P3
31W,2017-09-08,P3,,32.0,8.0,BOGR,g,0.0,8.0,8.0,18,1877.544,,,,,2017,1860.1,31W_P3
31W,2017-09-08,P3,,19.0,8.0,ELEL,g,1.0,9.0,,18,,,,,,2017,1552.0,31W_P3
31W,2017-09-08,P3,,20.0,1.0,BOGR,b,0.0,10.0,1.0,18,234.693,,,,,2017,640.5,31W_P3
31W,2017-09-08,P3,,32.0,6.0,BOGR,g,0.0,12.0,6.0,18,1408.158,,,,,2017,1592.9,31W_P3
31W,2017-09-08,P3,,24.0,6.0,BOGR,b,0.0,13.0,6.0,18,1408.158,,,,,2017,1403.3,31W_P3
31W,2017-09-08,P3,,32.0,4.0,CRMI,b,1.0,14.0,,18,,,,,,2017,1325.7,31W_P3
31W,2017-09-08,P3,,38.0,6.0,BOGR,b,0.0,15.0,6.0,18,1408.158,,,,,2017,1735.1,31W_P3
31W,2017-09-08,P3,,24.0,8.0,CRMI,b,1.0,16.0,,18,,,,,,2017,1670.5,31W_P3
31W,2017-09-08,P3,,25.0,4.0,BOGR,b,0.0,17.0,4.0,18,938.772,,,,,2017,1159.8000000000002,31W_P3
31W,2017-09-08,P3,,24.0,4.0,BOGR,b,0.0,18.0,4.0,18,938.772,,,,,2017,1136.1,31W_P3
31W,2017-09-08,P3,,34.0,2.0,BOGR,b,0.0,19.0,2.0,18,469.386,,,,,2017,1105.9,31W_P3
31W,2017-09-08,P3,,36.0,6.0,LARE,b,1.0,20.0,,18,,,,,,2017,1687.6999999999998,31W_P3
31W,2017-09-08,P3,,16.0,1.0,BOGR,b,0.0,21.0,1.0,18,234.693,,,,,2017,545.6999999999999,31W_P3
31W,2017-09-08,P3,,34.0,10.0,PASM,g,0.0,22.0,10.0,18,2346.93,,,,,2017,2174.7000000000003,31W_P3
31W,2017-09-08,P3,,34.0,2.0,CRMI,b,1.0,23.0,,18,,,,,,2017,1105.9,31W_P3
31W,2017-09-08,P3,,22.0,2.0,BOGR,b,0.0,24.0,2.0,18,469.386,,,,,2017,821.4999999999999,31W_P3
31W,2017-09-08,P3,,38.0,14.0,PASM,b,0.0,25.0,14.0,18,3285.702,,,,,2017,2803.9,31W_P3
31W,2017-09-08,P4,,32.0,8.0,PASM,g,0.0,1.0,8.0,18,1877.544,,,,,2017,1860.1,31W_P4
31W,2017-09-08,P4,,32.0,8.0,PASM,g,0.0,2.0,8.0,18,1877.544,,,,,2017,1860.1,31W_P4
31W,2017-09-08,P4,,24.0,2.0,PASM,b,0.0,3.0,2.0,18,469.386,,,,,2017,868.9,31W_P4
31W,2017-09-08,P4,,18.0,4.0,PASM,g,0.0,5.0,4.0,18,938.772,,,,,2017,993.9,31W_P4
31W,2017-09-08,P4,,30.0,4.0,PASM,g,0.0,6.0,4.0,18,938.772,,,,,2017,1278.3000000000002,31W_P4
31W,2017-09-08,P4,,39.0,2.0,PASM,g,0.0,7.0,2.0,18,469.386,,,,,2017,1224.4,31W_P4
31W,2017-09-08,P4,,34.0,4.0,BOGR,b,0.0,8.0,4.0,18,938.772,,,,,2017,1373.1,31W_P4
31W,2017-09-08,P4,,34.0,4.0,PASM,b,0.0,9.0,4.0,18,938.772,,,,,2017,1373.1,31W_P4
31W,2017-09-08,P4,,29.0,3.0,BOGR,b,0.0,10.0,3.0,18,704.079,,,,,2017,1121.0,31W_P4
31W,2017-09-08,P4,,21.0,2.0,PASM,b,0.0,12.0,2.0,18,469.386,,,,,2017,797.8,31W_P4
31W,2017-09-08,P4,,36.0,5.0,PASM,b,0.0,13.0,5.0,18,1173.465,,,,,2017,1554.1,31W_P4
31W,2017-09-08,P4,,28.0,4.0,BOGR,b,0.0,14.0,4.0,18,938.772,,,,,2017,1230.9,31W_P4
31W,2017-09-08,P4,,16.0,3.0,PASM,b,0.0,15.0,3.0,18,704.079,,,,,2017,812.9,31W_P4
31W,2017-09-08,P4,,22.0,2.0,PASM,g,0.0,16.0,2.0,18,469.386,,,,,2017,821.4999999999999,31W_P4
31W,2017-09-08,P4,,38.0,8.0,PASM,g,0.0,17.0,8.0,18,1877.544,,,,,2017,2002.3000000000002,31W_P4
31W,2017-09-08,P4,,36.0,4.0,PASM,g,0.0,18.0,4.0,18,938.772,,,,,2017,1420.5,31W_P4
31W,2017-09-08,P4,,32.0,6.0,PASM,g,0.0,19.0,6.0,18,1408.158,,,,,2017,1592.9,31W_P4
31W,2017-09-08,P4,,26.0,6.0,PASM,g,0.0,21.0,6.0,18,1408.158,,,,,2017,1450.6999999999998,31W_P4
31W,2017-09-08,P4,,28.0,4.0,PASM,b,0.0,22.0,4.0,18,938.772,,,,,2017,1230.9,31W_P4
31W,2017-09-08,P4,,38.0,6.0,PASM,b,0.0,23.0,6.0,18,1408.158,,,,,2017,1735.1,31W_P4
31W,2017-09-08,P4,,20.0,6.0,PASM,g,0.0,24.0,6.0,18,1408.158,,,,,2017,1308.5,31W_P4
17S,2017-09-07,P1,,22.0,4.0,BOGR,b,0.0,2.0,4.0,18,938.772,,,,,2017,1088.7,17S_P1
17S,2017-09-07,P1,,15.0,3.0,BOGR,b,0.0,4.0,3.0,18,704.079,,,,,2017,789.1999999999999,17S_P1
17S,2017-09-07,P1,,21.0,3.0,BOGR,b,0.0,5.0,3.0,18,704.079,,,,,2017,931.4,17S_P1
17S,2017-09-07,P1,,28.0,4.0,BOGR,b,0.0,6.0,4.0,18,938.772,,,,,2017,1230.9,17S_P1
17S,2017-09-07,P1,,46.0,7.0,HECO,b,0.0,7.0,7.0,18,1642.851,,,,,2017,2058.3,17S_P1
17S,2017-09-07,P1,,17.0,5.0,HECO,b,0.0,8.0,5.0,18,1173.465,,,,,2017,1103.8000000000002,17S_P1
17S,2017-09-07,P1,,33.0,3.0,BOGR,b,0.0,9.0,3.0,18,704.079,,,,,2017,1215.8000000000002,17S_P1
17S,2017-09-07,P1,,41.0,3.0,BOGR,g,0.0,10.0,3.0,18,704.079,,,,,2017,1405.4,17S_P1
17S,2017-09-07,P1,,17.0,3.0,BOGR,b,0.0,11.0,3.0,18,704.079,,,,,2017,836.5999999999999,17S_P1
17S,2017-09-07,P1,,21.0,4.0,BOGR,b,0.0,12.0,4.0,18,938.772,,,,,2017,1065.0,17S_P1
17S,2017-09-07,P1,,26.0,6.0,BOGR,b,0.0,13.0,6.0,18,1408.158,,,,,2017,1450.6999999999998,17S_P1
17S,2017-09-07,P1,,17.0,2.0,BOGR,b,0.0,14.0,2.0,18,469.386,,,,,2017,702.9999999999999,17S_P1
17S,2017-09-07,P1,,41.0,7.0,BOGR,b,0.0,16.0,7.0,18,1642.851,,,,,2017,1939.8,17S_P1
17S,2017-09-07,P1,,23.0,2.0,BOGR,b,0.0,17.0,2.0,18,469.386,,,,,2017,845.1999999999999,17S_P1
17S,2017-09-07,P1,,33.0,4.0,BOGR,b,0.0,18.0,4.0,18,938.772,,,,,2017,1349.4,17S_P1
17S,2017-09-07,P1,,23.0,3.0,BOGR,b,0.0,19.0,3.0,18,704.079,,,,,2017,978.8,17S_P1
17S,2017-09-07,P1,,27.0,5.0,BOGR,b,0.0,20.0,5.0,18,1173.465,,,,,2017,1340.8000000000002,17S_P1
17S,2017-09-07,P1,,29.0,6.0,HECO,b,0.0,21.0,6.0,18,1408.158,,,,,2017,1521.8,17S_P1
17S,2017-09-07,P1,,22.0,9.0,CRMI,b,1.0,22.0,,18,,,,,,2017,1756.6999999999998,17S_P1
17S,2017-09-07,P1,,7.0,1.0,BOGR,b,0.0,23.0,1.0,18,234.693,,,,,2017,332.4,17S_P1
17S,2017-09-07,P1,,30.0,5.0,BOGR,b,0.0,24.0,5.0,18,1173.465,,,,,2017,1411.9,17S_P1
17S,2017-09-07,P1,,11.0,3.0,BOGR,b,0.0,25.0,3.0,18,704.079,,,,,2017,694.4,17S_P1
17S,2017-09-07,P2,,27.0,8.0,ARPU,b,1.0,1.0,,18,,,,,,2017,1741.6,17S_P2
17S,2017-09-07,P2,,6.0,1.0,BOGR,b,0.0,2.0,1.0,18,234.693,,,,,2017,308.69999999999993,17S_P2
17S,2017-09-07,P2,,22.0,5.0,BOGR,b,0.0,3.0,5.0,18,1173.465,,,,,2017,1222.3000000000002,17S_P2
17S,2017-09-07,P2,,27.0,3.0,BOGR,b,0.0,4.0,3.0,18,704.079,,,,,2017,1073.6,17S_P2
17S,2017-09-07,P2,,27.0,4.0,BOGR,b,0.0,5.0,4.0,18,938.772,,,,,2017,1207.2,17S_P2
17S,2017-09-07,P2,,31.0,5.0,BOGR,b,0.0,6.0,5.0,18,1173.465,,,,,2017,1435.6,17S_P2
17S,2017-09-07,P2,,9.0,3.0,BOGR,b,0.0,7.0,3.0,18,704.079,,,,,2017,646.9999999999999,17S_P2
17S,2017-09-07,P2,,13.0,4.0,CADU,b,0.0,8.0,4.0,18,938.772,,,,,2017,875.4,17S_P2
17S,2017-09-07,P2,,33.0,4.0,BOGR,b,0.0,9.0,4.0,18,938.772,,,,,2017,1349.4,17S_P2
17S,2017-09-07,P2,,13.0,2.0,BOGR,b,0.0,10.0,2.0,18,469.386,,,,,2017,608.1999999999999,17S_P2
17S,2017-09-07,P2,,23.0,4.0,CRMI,b,1.0,11.0,,18,,,,,,2017,1112.4,17S_P2
17S,2017-09-07,P2,,13.0,4.0,BOGR,b,0.0,12.0,4.0,18,938.772,,,,,2017,875.4,17S_P2
17S,2017-09-07,P2,,9.0,3.0,BOGR,b,0.0,13.0,3.0,18,704.079,,,,,2017,646.9999999999999,17S_P2
17S,2017-09-07,P2,,9.0,4.0,BOGR,b,0.0,14.0,4.0,18,938.772,,,,,2017,780.5999999999999,17S_P2
17S,2017-09-07,P2,,9.0,3.0,BOGR,b,0.0,15.0,3.0,18,704.079,,,,,2017,646.9999999999999,17S_P2
17S,2017-09-07,P2,,28.0,13.0,ARPU,b,1.0,16.0,,18,,,,,,2017,2433.3,17S_P2
17S,2017-09-07,P2,,29.0,3.0,BOGR,b,0.0,17.0,3.0,18,704.079,,,,,2017,1121.0,17S_P2
17S,2017-09-07,P2,,24.0,3.0,PSTE,b,0.0,18.0,3.0,18,704.079,,,,,2017,1002.4999999999999,17S_P2
17S,2017-09-07,P2,,15.0,5.0,BOGR,b,0.0,19.0,5.0,18,1173.465,,,,,2017,1056.4,17S_P2
17S,2017-09-07,P2,,20.0,3.0,BOGR,b,0.0,20.0,3.0,18,704.079,,,,,2017,907.6999999999999,17S_P2
17S,2017-09-07,P2,,6.0,2.0,BOGR,b,0.0,21.0,2.0,18,469.386,,,,,2017,442.29999999999995,17S_P2
17S,2017-09-07,P2,,9.0,2.0,BOGR,b,0.0,22.0,2.0,18,469.386,,,,,2017,513.4,17S_P2
17S,2017-09-07,P2,,13.0,2.0,BOGR,b,0.0,23.0,2.0,18,469.386,,,,,2017,608.1999999999999,17S_P2
17S,2017-09-07,P2,,5.0,3.0,BOGR,b,0.0,24.0,3.0,18,704.079,,,,,2017,552.1999999999999,17S_P2
17S,2017-09-07,P2,,19.0,3.0,BOGR,b,0.0,25.0,3.0,18,704.079,,,,,2017,883.9999999999999,17S_P2
17S,2017-09-08,P3,,29.0,10.0,SPAI,g,0.0,1.0,10.0,18,2346.93,,,,,2017,2056.2,17S_P3
17S,2017-09-08,P3,,24.0,6.0,SPAI,b,0.0,2.0,6.0,18,1408.158,,,,,2017,1403.3,17S_P3
17S,2017-09-08,P3,,34.0,22.0,DISP,b,0.0,3.0,22.0,18,5163.246,,,,,2017,3777.9,17S_P3
17S,2017-09-08,P3,,41.0,8.0,SAIB,g,0.0,4.0,8.0,18,1877.544,,,,,2017,2073.4,17S_P3
17S,2017-09-08,P3,,26.0,6.0,SPAI,b,0.0,5.0,6.0,18,1408.158,,,,,2017,1450.6999999999998,17S_P3
17S,2017-09-08,P3,,33.0,10.0,PASM,b,0.0,6.0,10.0,18,2346.93,,,,,2017,2151.0,17S_P3
17S,2017-09-08,P3,,30.0,8.0,DISP,g,0.0,7.0,8.0,18,1877.544,,,,,2017,1812.7,17S_P3
17S,2017-09-08,P3,,32.0,8.0,CADU,b,0.0,8.0,8.0,18,1877.544,,,,,2017,1860.1,17S_P3
17S,2017-09-08,P3,,31.0,12.0,PASM,b,0.0,9.0,12.0,18,2816.316,,,,,2017,2370.7999999999997,17S_P3
17S,2017-09-08,P3,,37.0,12.0,BOGR,b,0.0,10.0,12.0,18,2816.316,,,,,2017,2513.0,17S_P3
17S,2017-09-08,P3,,44.0,20.0,SPAI,b,0.0,11.0,20.0,18,4693.86,,,,,2017,3747.7000000000003,17S_P3
17S,2017-09-08,P3,,36.0,10.0,DISP,b,0.0,12.0,10.0,18,2346.93,,,,,2017,2222.1,17S_P3
17S,2017-09-08,P3,,30.0,18.0,CHLE,g,0.0,13.0,18.0,18,4224.474,,,,,2017,3148.7,17S_P3
17S,2017-09-08,P3,,25.0,10.0,SPAI,g,0.0,14.0,10.0,18,2346.93,,,,,2017,1961.4,17S_P3
17S,2017-09-08,P3,,32.0,18.0,PASM,b,0.0,15.0,18.0,18,4224.474,,,,,2017,3196.1,17S_P3
17S,2017-09-08,P3,,22.0,4.0,CADU,b,0.0,17.0,4.0,18,938.772,,,,,2017,1088.7,17S_P3
17S,2017-09-08,P3,,38.0,11.0,DISP,b,0.0,18.0,11.0,18,2581.623,,,,,2017,2403.1,17S_P3
17S,2017-09-08,P3,,34.0,10.0,CADU,b,0.0,19.0,10.0,18,2346.93,,,,,2017,2174.7000000000003,17S_P3
17S,2017-09-08,P3,,32.0,4.0,CHLE,b,0.0,20.0,4.0,18,938.772,,,,,2017,1325.7,17S_P3
17S,2017-09-08,P3,,14.0,4.0,DISP,b,0.0,21.0,4.0,18,938.772,,,,,2017,899.1,17S_P3
17S,2017-09-08,P3,,22.0,3.0,BOGR,b,0.0,22.0,3.0,18,704.079,,,,,2017,955.0999999999999,17S_P3
17S,2017-09-08,P3,,23.0,4.0,CADU,b,0.0,23.0,4.0,18,938.772,,,,,2017,1112.4,17S_P3
17S,2017-09-08,P3,,34.0,16.0,PASM,b,0.0,24.0,16.0,18,3755.088,,,,,2017,2976.2999999999997,17S_P3
17S,2017-09-08,P3,,43.0,20.0,SPAI,b,0.0,25.0,20.0,18,4693.86,,,,,2017,3724.0,17S_P3
17S,2017-09-08,P4,,22.0,6.0,HECO,b,0.0,4.0,6.0,18,1408.158,,,,,2017,1355.9,17S_P4
17S,2017-09-08,P4,,28.0,2.0,BOGR,b,0.0,5.0,2.0,18,469.386,,,,,2017,963.6999999999999,17S_P4
17S,2017-09-08,P4,,15.0,2.0,BOGR,g,0.0,6.0,2.0,18,469.386,,,,,2017,655.6,17S_P4
17S,2017-09-08,P4,,32.0,8.0,HECO,b,0.0,7.0,8.0,18,1877.544,,,,,2017,1860.1,17S_P4
17S,2017-09-08,P4,,20.0,4.0,BOGR,b,0.0,9.0,4.0,18,938.772,,,,,2017,1041.3,17S_P4
17S,2017-09-08,P4,,25.0,2.0,LYJU,b,0.0,10.0,2.0,18,469.386,,,,,2017,892.6,17S_P4
17S,2017-09-08,P4,,30.0,4.0,HECO,b,0.0,11.0,4.0,18,938.772,,,,,2017,1278.3000000000002,17S_P4
17S,2017-09-08,P4,,10.0,2.0,CADU,b,0.0,12.0,2.0,18,469.386,,,,,2017,537.1,17S_P4
17S,2017-09-08,P4,,16.0,6.0,HECO,g,0.0,13.0,6.0,18,1408.158,,,,,2017,1213.7,17S_P4
17S,2017-09-08,P4,,33.0,4.0,HECO,b,0.0,14.0,4.0,18,938.772,,,,,2017,1349.4,17S_P4
17S,2017-09-08,P4,,16.0,8.0,HECO,b,0.0,15.0,8.0,18,1877.544,,,,,2017,1480.9,17S_P4
17S,2017-09-08,P4,,18.0,6.0,HECO,b,0.0,16.0,6.0,18,1408.158,,,,,2017,1261.1,17S_P4
17S,2017-09-08,P4,,20.0,4.0,HECO,b,0.0,17.0,4.0,18,938.772,,,,,2017,1041.3,17S_P4
17S,2017-09-08,P4,,22.0,4.0,HECO,b,0.0,19.0,4.0,18,938.772,,,,,2017,1088.7,17S_P4
17S,2017-09-08,P4,,30.0,12.0,HECO,b,0.0,21.0,12.0,18,2816.316,,,,,2017,2347.1,17S_P4
17S,2017-09-08,P4,,32.0,10.0,HECO,g,0.0,22.0,10.0,18,2346.93,,,,,2017,2127.3,17S_P4
17S,2017-09-08,P4,,38.0,12.0,PASM,g,0.0,23.0,12.0,18,2816.316,,,,,2017,2536.7,17S_P4
17S,2017-09-08,P4,,38.0,16.0,SPAI,b,0.0,24.0,16.0,18,3755.088,,,,,2017,3071.1,17S_P4
17S,2017-09-08,P4,,27.0,8.0,BOGR,b,0.0,25.0,8.0,18,1877.544,,,,,2017,1741.6,17S_P4
17S,2017-09-12,P1,,35.0,6.0,CADU,b,0.0,1.0,6.0,19,1408.158,,,,,2017,1664.0,17S_P1
